2.000000000000000111e-01,0.000000000000000000e+00,1.023675669116199533e-02
4.000000000000000222e-01,5.636472116682389455e-07,1.023650589925420226e-02
5.999999999999999778e-01,1.504506795625693005e-06,1.023608729874063428e-02
8.000000000000000444e-01,2.824750438341905312e-06,1.023549996855006687e-02
1.000000000000000000e+00,4.527419173352975612e-06,1.023474261904479786e-02
1.199999999999999956e+00,6.616424038721757661e-06,1.023381359188887604e-02
1.399999999999999911e+00,9.096546900358437604e-06,1.023271085988758204e-02
1.600000000000000089e+00,1.197344142513795395e-05,1.023143202680479660e-02
1.800000000000000044e+00,1.525363418401065596e-05,1.022997432716632633e-02
2.000000000000000000e+00,1.894452586184008913e-05,1.022833462605867577e-02
2.200000000000000178e+00,2.305439254734337196e-05,1.022650941893414600e-02
2.399999999999999911e+00,2.759238707283201419e-05,1.022449483143455205e-02
2.600000000000000089e+00,3.256854037075873620e-05,1.022228661924702575e-02
2.799999999999999822e+00,3.799376281047456283e-05,1.021988016800693538e-02
3.000000000000000000e+00,4.387984547553347436e-05,1.021727049326386430e-02
3.200000000000000178e+00,5.023946133880796694e-05,1.021445224052807028e-02
3.399999999999999911e+00,5.708616629057639003e-05,1.021141968541592823e-02
3.600000000000000089e+00,6.443439997039224210e-05,1.020816673391376946e-02
3.799999999999999822e+00,7.229948635313621086e-05,1.020468692278097590e-02
4.000000000000000000e+00,8.069763403488472431e-05,1.020097342011366814e-02
4.200000000000000178e+00,8.964593616374999518e-05,1.019701902609172761e-02
4.400000000000000355e+00,9.916236995773097807e-05,1.019281617393233419e-02
4.599999999999999645e+00,1.092657957497550347e-04,1.018835693107427581e-02
4.799999999999999822e+00,1.199759554988688581e-04,1.018363300061775160e-02
5.000000000000000000e+00,1.313134707038796090e-04,1.017863572304518460e-02
5.200000000000000178e+00,1.432998396557819132e-04,1.017335607824893309e-02
5.400000000000000355e+00,1.559574339625516282e-04,1.016778468789237416e-02
5.599999999999999645e+00,1.693094942805048464e-04,1.016191181813097359e-02
5.799999999999999822e+00,1.833801251842209767e-04,1.015572738272049226e-02
6.000000000000000000e+00,1.981942891079793712e-04,1.014922094653935257e-02
6.200000000000000178e+00,2.137777992899242419e-04,1.014238172955229944e-02
6.400000000000000355e+00,2.301573116517199868e-04,1.013519861124262400e-02
6.599999999999999645e+00,2.473603155455292302e-04,1.012766013553977398e-02
6.799999999999999822e+00,2.654151233013463118e-04,1.011975451626901355e-02
7.000000000000000000e+00,2.843508585084336682e-04,1.011146964314944829e-02
7.200000000000000178e+00,3.041974429655106005e-04,1.010279308836613439e-02
7.400000000000000355e+00,3.249855822363006963e-04,1.009371211374135088e-02
7.599999999999999645e+00,3.467467497477935701e-04,1.008421367852945470e-02
7.799999999999999822e+00,3.695131693718239907e-04,1.007428444785878584e-02
8.000000000000000000e+00,3.933177964316886266e-04,1.006391080184304218e-02
8.199999999999999289e+00,4.181942970788582459e-04,1.005307884538359821e-02
8.400000000000000355e+00,4.441770259876812177e-04,1.004177441868280701e-02
8.599999999999999645e+00,4.713010023186525732e-04,1.002998310848707796e-02
8.800000000000000711e+00,4.996018839052360216e-04,1.001769026007695920e-02
9.000000000000000000e+00,5.291159396219741184e-04,1.000488099001994521e-02
9.199999999999999289e+00,5.598800198968884034e-04,9.991540199699834937e-03
9.400000000000000355e+00,5.919315253345852623e-04,9.977652589634795899e-03
9.599999999999999645e+00,6.253083734216874356e-04,9.963202674594174788e-03
9.800000000000000711e+00,6.600489632911377136e-04,9.948174799522119249e-03
1.000000000000000000e+01,6.961921385272365481e-04,9.932553156273856917e-03
1.019999999999999929e+01,7.337771479985349954e-04,9.916321801168113265e-03
1.040000000000000036e+01,7.728436047116232777e-04,9.899464673356880851e-03
1.059999999999999964e+01,8.134314426849753588e-04,9.881965614011192084e-03
1.080000000000000071e+01,8.555808718482826869e-04,9.863808386318933391e-03
1.100000000000000000e+01,8.993323309786915853e-04,9.844976696288197313e-03
1.119999999999999929e+01,9.447264386926862434e-04,9.825454214346746040e-03
1.140000000000000036e+01,9.918039425187152869e-04,9.805224597725540475e-03
1.159999999999999964e+01,1.040605666082758396e-03,9.784271513611315571e-03
1.180000000000000071e+01,1.091172454446377726e-03,9.762578663050185124e-03
1.200000000000000000e+01,1.143545117643682274e-03,9.740129805581507899e-03
1.219999999999999929e+01,1.197764372471279981e-03,9.716908784577980504e-03
1.240000000000000036e+01,1.253870782592418631e-03,9.692899553265073992e-03
1.259999999999999964e+01,1.311904697024468547e-03,9.668086201389787873e-03
1.280000000000000071e+01,1.371906187085700224e-03,9.642452982505713213e-03
1.300000000000000000e+01,1.433914981885407725e-03,9.615984341838185526e-03
1.319999999999999929e+01,1.497970402448429994e-03,9.588664944690565572e-03
1.340000000000000036e+01,1.564111294572734234e-03,9.560479705349319082e-03
1.359999999999999964e+01,1.632375960525962733e-03,9.531413816442881048e-03
1.380000000000000071e+01,1.702802089694012422e-03,9.501452778706294400e-03
1.400000000000000000e+01,1.775426688301343092e-03,9.470582431100610030e-03
1.419999999999999929e+01,1.850286008330578880e-03,9.438788981233613498e-03
1.440000000000000036e+01,1.927415475773970599e-03,9.406059036025262235e-03
1.459999999999999964e+01,2.006849618357113563e-03,9.372379632559133672e-03
1.480000000000000071e+01,2.088621992880894396e-03,9.337738269058398766e-03
1.500000000000000000e+01,2.172765112332584320e-03,9.302122935922488289e-03
1.519999999999999929e+01,2.259310372924008131e-03,9.265522146758648631e-03
1.540000000000000036e+01,2.348287981218277753e-03,9.227924969340257563e-03
1.559999999999999964e+01,2.439726881512345458e-03,9.189321056422034006e-03
1.580000000000000071e+01,2.533654683645889666e-03,9.149700676340466465e-03
1.600000000000000000e+01,2.630097591411754282e-03,9.109054743326317274e-03
1.619999999999999929e+01,2.729080331745820098e-03,9.067374847454665043e-03
1.639999999999999858e+01,2.830626084876976256e-03,9.024653284156764627e-03
1.660000000000000142e+01,2.934756415620864284e-03,8.980883083217204230e-03
1.680000000000000071e+01,3.041491206001355196e-03,8.936058037179015270e-03
1.700000000000000000e+01,3.150848589386655296e-03,8.890172729078891015e-03
1.719999999999999929e+01,3.262844886325617921e-03,8.843222559434637045e-03
1.739999999999999858e+01,3.377494542271427397e-03,8.795203772406714679e-03
1.760000000000000142e+01,3.494810067377548957e-03,8.746113481056173866e-03
1.780000000000000071e+01,3.614801978551261674e-03,8.695949691621757821e-03
1.800000000000000000e+01,3.737478743946358317e-03,8.644711326739721452e-03
1.819999999999999929e+01,3.862846730075100710e-03,8.592398247530856278e-03
1.839999999999999858e+01,3.990910151716084431e-03,8.539011274480786187e-03
1.860000000000000142e+01,4.121671024790236199e-03,8.484552207040755439e-03
1.880000000000000071e+01,4.255129122373049050e-03,8.429023841878428847e-03
1.900000000000000000e+01,4.391281934005904219e-03,8.372429989709936210e-03
1.919999999999999929e+01,4.530124628462785241e-03,8.314775490646996933e-03
1.939999999999999858e+01,4.671650020123256641e-03,8.256066227995491683e-03
1.960000000000000142e+01,4.815848539094301495e-03,8.196309140444791794e-03
1.980000000000000071e+01,4.962708205216392193e-03,8.135512232590144319e-03
2.000000000000000000e+01,5.112214606081039864e-03,8.073684583734029238e-03
2.019999999999999929e+01,5.264350879177207704e-03,8.010836354915791546e-03
2.039999999999999858e+01,5.419097698275608666e-03,7.946978794122778328e-03
2.060000000000000142e+01,5.576433264148954877e-03,7.882124239640323979e-03
2.080000000000000071e+01,5.736333299716091932e-03,7.816286121502088319e-03
2.100000000000000000e+01,5.898771049687098755e-03,7.749478961006769570e-03
2.119999999999999929e+01,6.063717284774707006e-03,7.681718368271832874e-03
2.139999999999999858e+01,6.231140310525528497e-03,7.613021037799732292e-03
2.160000000000000142e+01,6.401005980813088275e-03,7.543404742037018718e-03
2.180000000000000071e+01,6.573277716020908129e-03,7.472888322911824463e-03
2.200000000000000000e+01,6.747916525932592252e-03,7.401491681340498403e-03
2.219999999999999929e+01,6.924881037331551831e-03,7.329235764699374919e-03
2.239999999999999858e+01,7.104127526300740847e-03,7.256142552263189320e-03
2.260000000000000142e+01,7.285609955198977389e-03,7.182235038616996241e-03
2.280000000000000071e+01,7.469280014277067392e-03,7.107537215054091431e-03
2.300000000000000000e+01,7.655087167883763838e-03,7.032074048977841885e-03
2.319999999999999929e+01,7.842978705197730521e-03,6.955871461331090272e-03
2.339999999999999858e+01,8.032899795408672550e-03,6.878956302082097490e-03
2.360000000000000142e+01,8.224793547257188558e-03,6.801356323801676165e-03
2.380000000000000071e+01,8.418601072830187576e-03,6.723100153371616705e-03
2.400000000000000000e+01,8.614261555495324879e-03,6.644217261869789747e-03
2.419999999999999929e+01,8.811712321845781987e-03,6.564737932682709887e-03
2.439999999999999858e+01,9.010888917513931035e-03,6.484693227901479513e-03
2.460000000000000142e+01,9.211725186700745610e-03,6.404114953062090866e-03
2.480000000000000071e+01,9.414153355256329320e-03,6.323035620295966788e-03
2.500000000000000000e+01,9.618104117135414799e-03,6.241488409961346885e-03
2.519999999999999929e+01,9.823506724041714683e-03,6.159507130830624809e-03
2.539999999999999858e+01,1.003028907806432016e-02,6.077126178913152058e-03
2.560000000000000142e+01,1.023837782710031868e-02,5.994380494997019609e-03
2.580000000000000071e+01,1.044769846284884784e-02,5.911305520997284756e-03
2.600000000000000000e+01,1.065817542115360048e-02,5.827937155201649323e-03
2.619999999999999929e+01,1.086973218446311840e-02,5.744311706507946105e-03
2.639999999999999858e+01,1.108229138617191148e-02,5.660465847750846893e-03
2.660000000000000142e+01,1.129577491659897528e-02,5.576436568217913413e-03
2.680000000000000071e+01,1.151010403035537463e-02,5.492261125457609597e-03
2.700000000000000000e+01,1.172519945484790799e-02,5.407976996483924124e-03
2.719999999999999929e+01,1.194098149966248482e-02,5.323621828484106575e-03
2.739999999999999858e+01,1.215737016656793720e-02,5.239233389137436074e-03
2.760000000000000142e+01,1.237428525987912392e-02,5.154849516654063692e-03
2.780000000000000071e+01,1.259164649691705065e-02,5.070508069643642028e-03
2.800000000000000000e+01,1.280937361830384799e-02,4.986246876924022714e-03
2.819999999999999929e+01,1.302738649783065361e-02,4.902103687380160273e-03
2.839999999999999858e+01,1.324560525163820390e-02,4.818116119983129227e-03
2.860000000000000142e+01,1.346395034645261543e-02,4.734321614078562841e-03
2.880000000000000071e+01,1.368234270662146285e-02,4.650757380052654433e-03
2.900000000000000000e+01,1.390070381969982921e-02,4.567460350482571534e-03
2.919999999999999929e+01,1.411895584034073697e-02,4.484467131876444454e-03
2.939999999999999858e+01,1.433702169224986694e-02,4.401813957105907629e-03
2.960000000000000142e+01,1.455482516797127271e-02,4.319536638631901390e-03
2.980000000000000071e+01,1.477229102627771601e-02,4.237670522621662765e-03
3.000000000000000000e+01,1.498934508694720405e-02,4.156250444051762596e-03
3.019999999999999929e+01,1.520591432271601109e-02,4.075310682888775432e-03
3.039999999999999858e+01,1.542192694820781682e-02,3.994884921435523997e-03
3.060000000000000142e+01,1.563731250564801695e-02,3.915006202926864069e-03
3.080000000000000071e+01,1.585200194718323213e-02,3.835706891454925428e-03
3.100000000000000000e+01,1.606592771363673025e-02,3.757018633299168305e-03
3.119999999999999929e+01,1.627902380954185033e-02,3.678972319732085831e-03
3.139999999999999858e+01,1.649122587430769046e-02,3.601598051366505793e-03
3.160000000000000142e+01,1.670247124938338892e-02,3.524925104105296799e-03
3.180000000000000071e+01,1.691269904129992160e-02,3.448981896749218554e-03
3.200000000000000000e+01,1.712185018048160631e-02,3.373795960313184187e-03
3.220000000000000284e+01,1.732986747573208447e-02,3.299393909095698751e-03
3.239999999999999858e+01,1.753669566431359517e-02,3.225801413540721994e-03
3.260000000000000142e+01,1.774228145755131145e-02,3.153043174925414336e-03
3.279999999999999716e+01,1.794657358190827889e-02,3.081142901901535482e-03
3.300000000000000000e+01,1.814952281549042645e-02,3.010123288912496756e-03
3.320000000000000284e+01,1.835108201995401533e-02,2.940005996502253419e-03
3.339999999999999858e+01,1.855120616780224496e-02,2.870811633526448338e-03
3.360000000000000142e+01,1.874985236507074188e-02,2.802559741270582282e-03
3.379999999999999716e+01,1.894697986941473039e-02,2.735268779474235492e-03
3.400000000000000000e+01,1.914255010362444359e-02,2.668956114254906857e-03
3.420000000000000284e+01,1.933652666460718150e-02,2.603638007919650312e-03
3.439999999999999858e+01,1.952887532788796787e-02,2.539329610647353321e-03
3.460000000000000142e+01,1.971956404769195648e-02,2.476044954019588316e-03
3.479999999999999716e+01,1.990856295268413761e-02,2.413796946373100282e-03
3.500000000000000000e+01,2.009584433745312954e-02,2.352597369942419255e-03
3.520000000000000284e+01,2.028138264983637279e-02,2.292456879756949589e-03
3.539999999999999858e+01,2.046515447419504710e-02,2.233385004252802595e-03
3.560000000000000142e+01,2.064713851075635626e-02,2.175390147556254244e-03
3.579999999999999716e+01,2.082731555115040906e-02,2.118479593392461405e-03
3.600000000000000000e+01,2.100566845027778545e-02,2.062659510570342622e-03
3.620000000000000284e+01,2.118218209465161372e-02,2.007934959992355856e-03
3.639999999999999858e+01,2.135684336736591582e-02,1.954309903136042074e-03
3.660000000000000142e+01,2.152964110984883356e-02,1.901787211953122423e-03
3.679999999999999716e+01,2.170056608056509725e-02,1.850368680131148037e-03
3.700000000000000000e+01,2.186961091083842318e-02,1.800055035662733024e-03
3.720000000000000284e+01,2.203677005796865485e-02,1.750845954667922845e-03
3.739999999999999858e+01,2.220203975582348346e-02,1.702740076416404784e-03
3.760000000000000142e+01,2.236541796308726127e-02,1.655735019498115555e-03
3.779999999999999716e+01,2.252690430935295335e-02,1.609827399093284551e-03
3.800000000000000000e+01,2.268650003924535183e-02,1.565012845295989845e-03
3.820000000000000284e+01,2.284420795476472740e-02,1.521286022449124973e-03
3.839999999999999858e+01,2.300003235604161644e-02,1.478640649452906634e-03
3.860000000000000142e+01,2.315397898069319893e-02,1.437069521013958776e-03
3.879999999999999716e+01,2.330605494197141025e-02,1.396564529807378836e-03
3.900000000000000000e+01,2.345626866589198972e-02,1.357116689529873311e-03
3.920000000000000284e+01,2.360462982753183669e-02,1.318716158828153479e-03
3.939999999999999858e+01,2.375114928667997061e-02,1.281352266092992834e-03
3.960000000000000142e+01,2.389583902302460511e-02,1.245013535115577609e-03
3.979999999999999716e+01,2.403871207105524876e-02,1.209687711608950240e-03
4.000000000000000000e+01,2.417978245485539329e-02,1.175361790603072793e-03
4.020000000000000284e+01,2.431906512295651038e-02,1.142022044727374281e-03
4.039999999999999858e+01,2.445657588341977606e-02,1.109654053399079928e-03
4.060000000000000142e+01,2.459233133930630727e-02,1.078242732939171033e-03
4.079999999999999716e+01,2.472634882469148740e-02,1.047772367640081989e-03
4.100000000000000000e+01,2.485864634137271295e-02,1.018226641810024294e-03
4.120000000000000284e+01,2.498924249641377299e-02,9.895886728179129413e-04
4.139999999999999858e+01,2.511815644066242928e-02,9.618410451600223777e-04
4.160000000000000142e+01,2.524540780837084691e-02,9.349658455645378256e-04
4.179999999999999716e+01,2.537101665804158968e-02,9.089446991429832702e-04
4.200000000000000000e+01,2.549500341461441097e-02,8.837588065879416243e-04
4.220000000000000284e+01,2.561738881310178864e-02,8.593889824046451473e-04
4.239999999999999858e+01,2.573819384377339786e-02,8.358156941497640966e-04
4.260000000000000142e+01,2.585743969898217712e-02,8.130191026344467343e-04
4.279999999999999716e+01,2.597514772171666264e-02,7.909791030303598824e-04
4.300000000000000000e+01,2.609133935595674830e-02,7.696753667975965744e-04
4.320000000000000284e+01,2.620603609890180888e-02,7.490873843322765676e-04
4.339999999999999858e+01,2.631925945513272774e-02,7.291945082098755075e-04
4.360000000000000142e+01,2.643103089276127929e-02,7.099759968784081143e-04
4.379999999999999716e+01,2.654137180161280848e-02,6.914110586342273133e-04
4.400000000000000000e+01,2.665030345348049987e-02,6.734788956928663712e-04
4.420000000000000284e+01,2.675784696448206892e-02,6.561587481489973995e-04
4.439999999999999858e+01,2.686402325954230855e-02,6.394299376035524757e-04
4.460000000000000142e+01,2.696885303901799119e-02,6.232719102232447614e-04
4.479999999999999716e+01,2.707235674747431042e-02,6.076642789884897011e-04
4.500000000000000000e+01,2.717455454461566861e-02,5.925868648805839066e-04
4.520000000000000284e+01,2.727546627836675147e-02,5.780197367583297290e-04
4.539999999999999858e+01,2.737511146009378310e-02,5.639432496781720356e-04
4.560000000000000142e+01,2.747350924194972080e-02,5.503380814205239028e-04
4.579999999999999716e+01,2.757067839632125483e-02,5.371852669981026914e-04
4.600000000000000000e+01,2.766663729735035007e-02,5.244662309395587254e-04
4.620000000000000284e+01,2.776140390449733514e-02,5.121628171631037105e-04
4.639999999999999858e+01,2.785499574810827023e-02,5.002573162796447722e-04
4.660000000000000142e+01,2.794742991694411371e-02,4.887324901925515575e-04
4.679999999999999716e+01,2.803872304762542594e-02,4.775715938909552791e-04
4.700000000000000000e+01,2.812889131594198747e-02,4.667583943645510036e-04
4.720000000000000284e+01,2.821795042997336800e-02,4.562771865996649145e-04
4.739999999999999858e+01,2.830591562496292610e-02,4.461128066479642181e-04
4.760000000000000142e+01,2.839280165988477753e-02,4.362506417899783724e-04
4.779999999999999716e+01,2.847862281564056408e-02,4.266766378449999273e-04
4.800000000000000000e+01,2.856339289482047461e-02,4.173773037061945506e-04
4.820000000000000284e+01,2.864712522296080505e-02,4.083397132046046626e-04
4.839999999999999858e+01,2.872983265122869972e-02,3.995515044276606626e-04
4.860000000000000142e+01,2.881152756046309604e-02,3.910008766366387316e-04
4.879999999999999716e+01,2.889222186649976001e-02,3.826765849430195112e-04
4.900000000000000000e+01,2.897192702670743983e-02,3.745679329158778706e-04
4.920000000000000284e+01,2.905065404766141168e-02,3.666647633013041057e-04
4.939999999999999858e+01,2.912841349388044579e-02,3.589574470404929742e-04
4.960000000000000142e+01,2.920521549755305396e-02,3.514368707758013465e-04
4.979999999999999716e+01,2.928106976917894955e-02,3.440944230339070876e-04
5.000000000000000000e+01,2.935598560905218826e-02,3.369219792725626798e-04
5.020000000000000284e+01,2.942997191951284008e-02,3.299118859725757463e-04
5.039999999999999858e+01,2.950303721789498262e-02,3.230569439499046832e-04
5.060000000000000142e+01,2.957518965009983680e-02,3.163503910544442706e-04
5.079999999999999716e+01,2.964643700472385443e-02,3.097858844125398153e-04
5.100000000000000000e+01,2.971678672767316676e-02,3.033574823597366557e-04
5.120000000000000284e+01,2.978624593719718383e-02,2.970596261991327114e-04
5.139999999999999858e+01,2.985482143927584500e-02,2.908871219091129943e-04
5.160000000000000142e+01,2.992251974329683192e-02,2.848351219125054199e-04
5.179999999999999716e+01,2.998934707796098789e-02,2.788991070074875477e-04
5.200000000000000000e+01,3.005530940735626905e-02,2.730748685490380244e-04
5.220000000000000284e+01,3.012041244714257215e-02,2.673584909585867571e-04
5.239999999999999858e+01,3.018466168079219844e-02,2.617463346287776335e-04
5.260000000000000142e+01,3.024806237583292992e-02,2.562350192801325058e-04
5.279999999999999716e+01,3.031061960004295328e-02,2.508214078168597393e-04
5.300000000000000000e+01,3.037233823754957596e-02,2.455025907201861812e-04
5.320000000000000284e+01,3.043322300478581988e-02,2.402758710094299993e-04
5.339999999999999858e+01,3.049327846626172234e-02,2.351387497935643648e-04
5.360000000000000142e+01,3.055250905010960250e-02,2.300889124292729076e-04
5.379999999999999716e+01,3.061091906336505658e-02,2.251242152954259046e-04
5.400000000000000000e+01,3.066851270694798473e-02,2.202426731885247506e-04
5.420000000000000284e+01,3.072529409031059602e-02,2.154424473389015865e-04
5.439999999999999858e+01,3.078126724572166628e-02,2.107218340433256458e-04
5.460000000000000142e+01,3.083643614215898082e-02,2.060792539060855454e-04
5.479999999999999716e+01,3.089080469878421886e-02,2.015132416775821419e-04
5.500000000000000000e+01,3.094437679797713142e-02,1.970224366768945530e-04
5.520000000000000284e+01,3.099715629790798788e-02,1.926055737826921389e-04
5.539999999999999858e+01,3.104914704462994821e-02,1.882614749751343431e-04
5.560000000000000142e+01,3.110035288367497125e-02,1.839890414100743066e-04
5.579999999999999716e+01,3.115077767113924936e-02,1.797872460058624010e-04
5.600000000000000000e+01,3.120042528424636294e-02,1.756551265223123054e-04
5.620000000000000284e+01,3.124929963137829808e-02,1.715917791109293272e-04
5.639999999999999858e+01,3.129740466156661488e-02,1.675963523152361478e-04
5.660000000000000142e+01,3.134474437343792025e-02,1.636680414999895129e-04
5.679999999999999716e+01,3.139132282360972831e-02,1.598060836881736542e-04
5.700000000000000000e+01,3.143714413453451567e-02,1.560097527849083597e-04
5.720000000000000284e+01,3.148221250179160380e-02,1.522783551677792959e-04
5.739999999999999858e+01,3.152653220082793362e-02,1.486112256235446859e-04
5.760000000000000142e+01,3.157010759315060505e-02,1.450077236117271000e-04
5.779999999999999716e+01,3.161294313197527545e-02,1.414672298361908975e-04
5.800000000000000000e+01,3.165504336733603735e-02,1.379891431064562469e-04
5.820000000000000284e+01,3.169641295066362441e-02,1.345728774711919644e-04
5.839999999999999858e+01,3.173705663884004990e-02,1.312178596070288287e-04
5.860000000000000142e+01,3.177697929773888597e-02,1.279235264465657855e-04
5.879999999999999716e+01,3.181618590526139739e-02,1.246893230301699806e-04
5.900000000000000000e+01,3.185468155387981976e-02,1.215147005669005276e-04
5.920000000000000284e+01,3.189247145269980682e-02,1.183991146906109335e-04
5.939999999999999858e+01,3.192956092905505083e-02,1.153420238979956374e-04
5.960000000000000142e+01,3.196595542964763420e-02,1.123428881560489936e-04
5.979999999999999716e+01,3.200166052124842758e-02,1.094011676670764491e-04
6.000000000000000000e+01,3.203668189097243907e-02,1.065163217800620902e-04
6.020000000000000284e+01,3.207102534614447720e-02,1.036878080378316716e-04
6.039999999999999858e+01,3.210469681377096235e-02,1.009150813500575550e-04
6.060000000000000142e+01,3.213770233963400558e-02,9.819759328274207521e-05
6.079999999999999716e+01,3.217004808702446372e-02,9.553479145537473215e-05
6.100000000000000000e+01,3.220174033513045070e-02,9.292611903749192445e-05
6.120000000000000284e+01,3.223278547709850644e-02,9.037101433687631021e-05
6.139999999999999858e+01,3.226319001778432671e-02,8.786891047211631267e-05
6.160000000000000142e+01,3.229296057121034541e-02,8.541923512269938964e-05
6.179999999999999716e+01,3.232210385774718364e-02,8.302141035025195062e-05
6.200000000000000000e+01,3.235062670103632659e-02,8.067485248493432210e-05
6.220000000000000284e+01,3.237853602467098690e-02,7.837897207139900204e-05
6.239999999999999858e+01,3.240583884865216174e-02,7.613317386906793096e-05
6.260000000000000142e+01,3.243254228563677982e-02,7.393685690183660216e-05
6.279999999999999716e+01,3.245865353699450145e-02,7.178941455262591016e-05
6.300000000000000000e+01,3.248417988868963074e-02,6.969023469850400419e-05
6.320000000000000284e+01,3.250912870700432833e-02,6.763869988238858087e-05
6.339999999999999858e+01,3.253350743411893148e-02,6.563418751759548826e-05
6.360000000000000142e+01,3.255732358356498712e-02,6.367607012175512777e-05
6.379999999999999716e+01,3.258058473556618706e-02,6.176371557684734058e-05
6.400000000000000000e+01,3.260329853228207536e-02,5.989648741232225831e-05
6.420000000000000284e+01,3.262547267296894704e-02,5.807374510848287982e-05
6.440000000000000568e+01,3.264711490907205166e-02,5.629484441749193027e-05
6.459999999999999432e+01,3.266823303926264660e-02,5.455913769954800281e-05
6.479999999999999716e+01,3.268883490443320883e-02,5.286597427194080921e-05
6.500000000000000000e+01,3.270892838266343389e-02,5.121470076885770438e-05
6.520000000000000284e+01,3.272852138416935952e-02,4.960466150995578906e-05
6.540000000000000568e+01,3.274762184624743083e-02,4.803519887585656195e-05
6.559999999999999432e+01,3.276623772822481045e-02,4.650565368884666009e-05
6.579999999999999716e+01,3.278437700642680697e-02,4.501536559719549754e-05
6.600000000000000000e+01,3.280204766917173276e-02,4.356367346160908057e-05
6.620000000000000284e+01,3.281925771180314172e-02,4.214991574245212244e-05
6.640000000000000568e+01,3.283601513176876568e-02,4.077343088646885686e-05
6.659999999999999432e+01,3.285232792375498284e-02,3.943355771183201179e-05
